Post ID,Influencer Handle,Content Type,Post Date,Likes,Comments,Shares,Followers,Post Reach,Hashtags
POST0915,@influencer19,Carousel,2023-11-21,621,493,287,350546,127435,"#fitness,#lifestyle,#fashion"
POST0916,@influencer3,Image,2023-02-02,5019,424,181,493426,415411,"#beauty,#fashion,#lifestyle"
POST0917,@influencer3,Carousel,2023-03-25,6399,155,175,42570,29270,"#fashion,#fitness,#beauty"
POST0918,@influencer12,Image,2023-01-13,2182,51,213,392476,113654,"#travel,#lifestyle,#fashion"
POST0919,@influencer8,Image,2023-05-04,2626,115,123,496420,355760,"#tech,#lifestyle,#fitness"
POST0920,@influencer6,Image,2023-08-03,1856,19,258,462481,280553,#food
POST0921,@influencer18,Story,2023-03-13,4586,387,15,317141,214252,#beauty
POST0922,@influencer4,Story,2023-12-23,7585,125,47,24465,18905,#travel
POST0923,@influencer4,Story,2023-08-25,6640,178,254,197416,108985,"#food,#travel,#fashion"
POST0924,@influencer3,Image,2023-02-05,9732,163,148,429986,160180,#travel
POST0925,@influencer7,Carousel,2023-03-09,1763,297,293,18919,12612,#lifestyle
POST0926,@influencer8,Carousel,2023-01-27,9111,150,90,139997,69872,#beauty
POST0927,@influencer6,Carousel,2023-09-20,3477,146,206,162998,116156,"#fashion,#lifestyle,#food"
POST0928,@influencer6,Story,2023-03-11,6865,431,131,146879,78316,#beauty
POST0929,@influencer4,Image,2023-05-09,156,185,245,365591,155486,"#travel,#beauty,#tech"
POST0930,@influencer9,Image,2023-07-06,5071,154,263,167553,108811,"#tech,#food,#beauty"
POST0931,@influencer19,Story,2023-03-07,3057,57,105,295911,134504,"#fitness,#lifestyle,#travel"
POST0932,@influencer12,Carousel,2023-04-20,2110,214,236,31467,3888,"#food,#beauty,#fashion"
POST0933,@influencer20,Carousel,2023-07-19,5555,71,137,88697,47835,#food
POST0934,@influencer17,Image,2023-03-29,8467,215,258,254434,196731,"#beauty,#travel,#food"
POST0935,@influencer17,Reel,2023-12-22,1978,234,19,140024,20646,"#fitness,#food,#fashion"
POST0936,@influencer6,Story,2023-10-28,8106,137,31,184504,163720,#tech
POST0937,@influencer2,Reel,2023-07-29,3146,431,56,142912,47520,#fitness
POST0938,@influencer16,Image,2023-01-06,7173,195,278,332507,37048,#travel
POST0939,@influencer8,Image,2023-08-02,7533,413,30,245660,84483,#travel
POST0940,@influencer1,Image,2023-11-20,957,136,8,471973,396755,#travel
POST0941,@influencer6,Carousel,2023-07-27,3891,267,50,350152,113431,#beauty
POST0942,@influencer16,Carousel,2023-12-09,5586,469,237,165966,74034,#tech
POST0943,@influencer5,Reel,2023-10-22,6089,390,106,379054,178830,#lifestyle
POST0944,@influencer6,Carousel,2023-01-07,7701,69,101,478026,109108,"#tech,#food,#fitness"
POST0945,@influencer11,Image,2023-01-10,7296,308,115,317809,156526,"#tech,#food,#fitness"
POST0946,@influencer12,Image,2023-01-02,924,61,289,122718,106906,#fashion
POST0947,@influencer11,Reel,2023-03-19,9068,491,66,74852,18667,"#fitness,#travel,#beauty"
POST0948,@influencer5,Carousel,2023-03-27,8822,51,64,423754,156940,"#beauty,#travel"
POST0949,@influencer10,Image,2023-04-04,4328,438,78,323675,51081,"#tech,#fitness,#fashion"
POST0950,@influencer4,Image,2023-07-12,3870,275,113,407304,74094,"#tech,#lifestyle"
POST0951,@influencer10,Carousel,2023-07-05,1720,468,133,270026,58220,#fitness
POST0952,@influencer4,Story,2023-02-09,5328,78,65,185903,52002,"#lifestyle,#food"
POST0953,@influencer10,Image,2023-04-17,1132,200,294,430751,101982,"#food,#fashion"
POST0954,@influencer4,Carousel,2023-02-21,733,171,7,30968,14679,#beauty
POST0955,@influencer5,Story,2023-03-03,1917,125,279,122286,53617,"#fashion,#tech"
POST0956,@influencer3,Carousel,2023-06-25,3129,341,172,124783,28274,#food
POST0957,@influencer3,Reel,2023-09-16,1840,430,177,301866,146970,#fitness
POST0958,@influencer3,Reel,2023-01-29,9066,225,52,414508,136731,"#food,#fitness"
POST0959,@influencer7,Story,2023-11-18,1159,391,232,148063,50986,"#tech,#lifestyle"
POST0960,@influencer19,Carousel,2023-03-24,5552,286,20,299115,168693,"#lifestyle,#fitness,#fashion"
POST0961,@influencer13,Reel,2023-05-12,1009,280,12,305034,140457,"#food,#lifestyle"
POST0962,@influencer14,Carousel,2023-11-02,7601,217,2,384570,109507,"#food,#fashion,#beauty"
POST0963,@influencer20,Image,2023-05-22,7353,468,45,462547,213106,"#food,#travel"
POST0964,@influencer6,Image,2023-04-14,2845,401,177,313068,35672,"#tech,#beauty,#fashion"
POST0965,@influencer10,Story,2023-09-18,8235,114,196,492801,182067,#lifestyle
POST0966,@influencer12,Image,2023-08-17,4073,279,17,104919,68102,#fashion
POST0967,@influencer16,Carousel,2023-10-25,5027,186,204,482032,407906,#fitness
POST0968,@influencer3,Image,2023-12-24,3375,471,256,295320,76169,#food
POST0969,@influencer9,Carousel,2023-11-18,6574,271,7,98878,13424,#lifestyle
POST0970,@influencer19,Carousel,2023-07-29,7563,402,102,392707,164657,"#travel,#fashion,#tech"
POST0971,@influencer20,Reel,2023-12-14,4245,408,104,413995,255720,#travel
POST0972,@influencer2,Image,2023-02-14,1665,88,165,240835,202446,#tech
POST0973,@influencer4,Story,2023-08-05,295,285,201,20330,14048,"#tech,#lifestyle"
POST0974,@influencer14,Story,2023-03-13,1662,132,105,83038,59115,#fitness
POST0975,@influencer10,Reel,2023-09-03,371,499,156,65531,52800,"#beauty,#travel"
POST0976,@influencer15,Carousel,2023-10-11,8808,110,277,340732,47708,#tech
POST0977,@influencer20,Story,2023-03-04,6319,320,80,56048,22089,"#beauty,#tech,#lifestyle"
POST0978,@influencer12,Carousel,2023-02-15,7858,426,148,159509,77624,"#fashion,#travel,#food"
POST0979,@influencer9,Story,2023-09-01,2621,386,102,93552,57534,#fitness
POST0980,@influencer18,Reel,2023-03-24,4153,198,214,272544,118474,"#beauty,#travel,#tech"
POST0981,@influencer5,Image,2023-10-23,6934,84,140,208225,67292,"#travel,#fitness,#tech"
POST0982,@influencer18,Image,2023-06-29,5296,446,220,41744,11529,#tech
POST0983,@influencer19,Image,2023-09-02,8476,36,249,125179,29393,"#beauty,#food,#lifestyle"
POST0984,@influencer2,Story,2023-01-22,4190,19,159,35924,28592,#tech
POST0985,@influencer2,Carousel,2023-01-01,5772,52,107,124968,22798,"#tech,#travel"
POST0986,@influencer16,Carousel,2023-08-28,689,341,287,412479,317451,#fitness
POST0987,@influencer18,Story,2023-09-06,1234,98,178,200630,76815,"#beauty,#fitness"
POST0988,@influencer5,Reel,2023-11-04,7990,497,133,277201,149683,"#travel,#tech"
POST0989,@influencer2,Reel,2023-11-21,2773,79,201,28466,21784,"#food,#tech,#fashion"
POST0990,@influencer2,Reel,2023-10-14,8762,23,279,237275,149983,"#tech,#food"
POST0991,@influencer15,Story,2023-02-16,5475,452,173,227310,104632,"#food,#travel"
POST0992,@influencer14,Image,2023-11-02,1608,193,294,458814,318475,"#fashion,#fitness"
POST0993,@influencer14,Reel,2023-04-12,1972,87,43,68043,48146,"#travel,#beauty,#fashion"
POST0994,@influencer2,Carousel,2023-10-14,8859,42,244,431004,376199,"#fitness,#lifestyle"
POST0995,@influencer16,Reel,2023-03-28,4414,410,240,458530,367863,#tech
POST0996,@influencer1,Image,2023-10-13,2953,193,80,105459,11522,"#food,#beauty"
POST0997,@influencer7,Image,2023-11-03,3175,125,76,11611,7659,"#travel,#fitness,#lifestyle"
POST0998,@influencer16,Story,2023-12-11,3935,187,71,143458,31346,#travel
POST0999,@influencer15,Carousel,2023-05-27,7432,382,5,48021,17748,"#beauty,#fitness,#tech"
